Index,Name1,Name,Date_of_birth,Season_year,Season,Team1,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,Shooting_Percentage,PowerPlay_Goals,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position1,Position,Height,Weight,x,Body_mass_index,Place_of_birth1,Place_of_birth,Age,Experience
1728,Ken Belanger,కెన్ బెలాంగెర్,5/14/1974,1995,'94-'95,TOR,టిఓఆర్,248,11,12,23,-19,695,112,0,0,0,0,0,2,0,0:00,0:00,77,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,193,102,27.4,27.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sault Ste. Marie, Ontario","సాల్ట్ సెయింట్ మేరీ, అంటారియో",21,1
1729,Ken Daneyko,కెన్ డానీకో,4/17/1964,1984,'83-'84,NJ,ఎన్.జె,1283,36,142,178,80,2519,1171,5.9,3,7,3,7,3,1,0:00,0:00,3,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,98,28.6,28.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Windsor, Ontario","విండ్సర్, అంటారియో",20,1
1730,Ken Gernander,కెన్ గెర్నాండర్,6/30/1969,1996,'95-'96,NYR,ఎన్.వై.ఆర్,12,2,3,5,-4,6,10,20,2,1,0,0,0,0,0:00,0:00,12,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,82,25.3,25.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Coleraine, Minnesota","కొలెరైన్, మిన్నెసోటా",27,1
1731,Ken Klee,కెన్ క్లీ,4/24/1971,1995,'94-'95,WSH,డబ్ల్యు.ఎస్.హెచ్ ,934,55,140,195,31,880,1053,16.7,6,24,1,7,13,3,0:00,0:00,2,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,95,27.8,27.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Indianapolis, Indiana","ఇండియానాపోలిస్, ఇండియానా",24,1
1732,Ken McRae,కెన్ మెక్‌రే,4/23/1968,1988,'87-'88,QUE,క్యూయుఇ ,137,14,21,35,-59,364,161,0,1,2,0,1,3,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,88,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Winchester, Ontario","వించెస్టర్, అంటారియో",20,1
1733,Ken Sutton,కెన్ సుట్టన్,11/5/1969,1991,'90-'91,BUF,బియుఎఫ్,388,23,80,103,-14,338,444,11.5,4,22,0,1,3,1,0:00,0:00,6,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",22,1
1734,Ken Wregget,కెన్ రెగ్గెట్,3/25/1964,1984,'83-'84,TOR,టిఓఆర్,575,0,0,0,0,0,0,NONE,0,0,0,0,0,0,55:00:00,NONE,31,3,225,248,53,0,72.25,5.09,16675,14758,0.891,9,Goaltender,గోల్ టెండర్ ,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Brandon, Manitoba","బ్రాండన్, మానిటోబా",20,1
1735,Kenndal McArdle,కెన్నాల్ మెక్‌ఆర్డిల్,1/4/1987,2009,'08-'09,FLA,ఎఫ్ఎల్ఎ,42,1,2,3,-11,51,20,0,0,0,0,0,0,0,7:30,0:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,180,91,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Toronto, Ontario","టొరంటో, అంటారియో",22,1
1736,Kenny Jonsson,కెన్నీ జాన్సన్,10/6/1974,1995,'94-'95,TOR,టిఓఆర్,686,63,204,267,-16,298,967,4,30,88,2,10,6,1,0:00,0:00,29,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,93,25.8,25.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Angelholm,ఏంజెల్హోమ్,21,1
1737,Kent Huskins,కెంట్ హస్కిన్స్,5/4/1979,2007,'06-'07,ANA,ఎఎన్ఎ,318,13,55,68,46,173,187,0,1,3,0,0,2,0,14:04,154:44:00,70,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,93,25,25<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ottawa, Ontario","ఒట్టావా, అంటారియో",28,1
1738,Kent Manderville,కెంట్ మాండర్విల్లే,4/12/1971,1992,'91-'92,TOR,టిఓఆర్,646,37,67,104,-31,348,731,0,0,0,5,6,7,0,0:00,0:00,26,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,190,91,25.2,25.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",21,1
1739,Kent McDonell,కెంట్ మెక్‌డొనెల్,3/1/1979,2003,'02-'03,CBJ,సిబిజె,32,1,2,3,-8,36,27,0,0,0,0,0,0,0,8:40,0:00,32,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Williamstown, Ontario","విలియమ్స్‌టౌన్, అంటారియో",24,1
1740,Kent Nilsson,కెంట్ నిల్సన్,8/31/1956,1980,'79-'80,CGY,సిజివై,553,264,422,686,-20,116,1374,18.4,97,179,16,8,28,3,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,84,24.5,24.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Nynasham,నైనాశం,24,1
1741,Kent Paynter,కెంట్ పేయింటర్,4/27/1965,1988,'87-'88,CHI,సిహెచ్ఐ,37,1,3,4,-22,69,32,0,0,1,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,84,25.1,25.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Summerside, Prince Edward Island","సమ్మర్‌సైడ్, ప్రిన్స్ ఎడ్వర్డ్ ఐలాండ్",23,1
1742,Kerry Huffman,కెర్రీ హఫ్ఫ్మన్,1/3/1968,1987,'86-'87,PHI,పిహెచ్ఐ,401,37,108,145,-70,361,674,0,17,56,1,1,6,1,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,91,25.8,25.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Peterborough, Ontario","పీటర్‌బరో, అంటారియో",19,1
1743,Kevin Bieksa,కెవిన్ బియెక్సా,6/16/1981,2006,'05-'06,VAN,విఎఎన్,808,63,215,278,2,1124,1436,0,22,73,0,3,14,0,16:06,104:42:00,3,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,90,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Grimsby, Ontario","గ్రిమ్స్బీ, అంటారియో",25,1
1744,Kevin Brown,కెవిన్ బ్రౌన్,5/11/1974,1995,'94-'95,LA,ఎల్ఎ,64,7,9,16,-19,28,64,8,2,2,0,0,0,0,0:00,0:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,96,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Birmingham,బర్మింగ్‌హామ్,21,1
1745,Kevin Colley,కెవిన్ కొలీ,1/4/1979,2006,'05-'06,NYI,ఎన్.వై.ఐ,16,0,0,0,-2,52,4,0,0,0,0,0,0,0,4:44,0:00,62,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,178,79,24.9,24.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"New Haven, Connecticut","న్యూ హెవెన్, కనెక్టికట్",27,1
1746,Kevin Connauton,కెవిన్ కొన్నౌటన్,2/23/1990,2014,'13-'14,DAL,డిఎఎల్,314,27,49,76,4,177,463,1.8,0,8,0,2,7,0,15:20,68:59:00,7,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",24,1
1747,Kevin Dahl,కెవిన్ డాల్,12/30/1968,1993,'92-'93,CGY,సిజివై,188,7,22,29,11,153,129,5,1,1,0,0,1,0,0:00,0:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Regina, Saskatchewan","రెజీనా, సస్కట్చేవాన్",25,1
1748,Kevin Dallman,కెవిన్ డాల్మాన్,2/26/1981,2006,'05-'06,BOS,బిఓఎస్,154,8,23,31,-23,45,248,0,3,9,0,0,1,0,19:21,406:31:00,38,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,88,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Niagara Falls, Ontario","నయాగరా జలపాతం, అంటారియో",25,1
1749,Kevin Dean,కెవిన్ డీన్,4/1/1969,1995,'94-'95,NJ,ఎన్.జె,331,7,48,55,15,138,262,0,2,6,1,3,0,0,0:00,0:00,6,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,95,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Madison, Wisconsin","మాడిసన్, విస్కాన్సిన్",26,1
1750,Kevin Dineen,కెవిన్ దినీన్,10/27/1963,1985,'84-'85,HAR,హెచ్ఎఆర్,1188,355,405,760,-23,2229,2769,17.7,91,124,14,9,56,8,0:00,0:00,11,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,90,27.8,27.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Quebec City, Quebec","క్యూబెక్ సిటీ, క్యూబెక్",22,1
1751,Kevin Doell,కెవిన్ డోయెల్,7/15/1979,2008,'07-'08,ATL,ఎటిఎల్,8,0,1,1,-2,4,6,0,0,1,0,0,0,0,9:40,77:19:00,67,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Saskatoon, Saskatchewan","సస్కటూన్, సస్కట్చేవాన్",29,1
1752,Kevin Haller,కెవిన్ హాలర్,12/5/1970,1990,'89-'90,BUF,బియుఎఫ్,642,41,97,138,22,907,720,0,10,28,2,2,7,0,0:00,0:00,7,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,90,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Trochu, Alberta","ట్రోచు, అల్బెర్టా",20,1
1753,Kevin Hatcher,కెవిన్ హాట్చర్,8/9/1966,1985,'84-'85,WSH,డబ్ల్యు.ఎస్.హెచ్ ,1157,227,450,677,-28,1392,2947,33.3,91,208,8,16,37,6,0:00,0:00,4,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,104,28.8,28.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Detroit, Michigan","డెట్రాయిట్, మిచిగాన్",19,1
1754,Kevin Hayes,కెవిన్ హేస్,5/8/1992,2015,'14-'15,NYR,ఎన్.వై.ఆర్,450,115,155,270,22,134,890,15.3,18,26,10,7,19,0,13:02,22:54,13,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,196,98,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Boston, Massachusetts","బోస్టన్, మసాచుసెట్స్",23,1
1755,Kevin Henderson,కెవిన్ హెండర్సన్,12/3/1986,2013,'12-'13,NSH,ఎన్‌ఎస్‌హెచ్,4,1,0,1,-1,0,3,33.3,0,0,0,0,0,0,14:42,58:46:00,18,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,190,95,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Toronto, Ontario","టొరంటో, అంటారియో",27,1
1756,Kevin Hodson,కెవిన్ హోడ్సన్,3/27/1972,1996,'95-'96,DET,డిఇటి,71,0,0,0,0,0,0,NONE,0,0,0,0,0,0,40:49:00,NONE,30,3,17,18,10,0,17.48,1.1,1250,1116,0.955,4,Goaltender,గోల్ టెండర్ ,183,83,24.8,24.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Winnipeg, Manitoba","విన్నిపెగ్, మానిటోబా",24,1
1757,Kevin Kaminski,కెవిన్ కమిన్స్కి,3/13/1969,1989,'88-'89,MIN,ఎంఐఎన్,139,3,10,13,-8,528,56,0,0,1,0,0,1,0,0:00,0:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,178,86,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Churchbridge, Saskatchewan","చర్చిబ్రిడ్జ్, సస్కట్చేవాన్",20,1
1758,Kevin Klein,కెవిన్ క్లైన్,12/13/1984,2006,'05-'06,NSH,ఎన్‌ఎస్‌హెచ్,627,38,116,154,22,185,640,0,1,3,0,4,10,0,13:40,0:00,8,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,92,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kitchener, Ontario","కిచెనర్, అంటారియో",22,1
1759,Kevin Lowe,కెవిన్ లోవ్,4/15/1959,1980,'79-'80,EDM,ఇడిఎం,1254,84,347,431,252,1498,1266,2.3,17,39,5,26,12,0,0:00,0:00,4,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,91,25.8,25.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lachute, Quebec","లాచూట్, క్యూబెక్",21,1
1760,Kevin MacDonald,కెవిన్ మెక్‌డొనాల్డ్,2/24/1966,1994,'93-'94,OTT,ఓటిటి,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,91,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Prescott, Ontario","ప్రెస్కాట్, అంటారియో",28,1
1761,Kevin Marshall,కెవిన్ మార్షల్,3/10/1989,2012,'11-'12,PHI,పిహెచ్ఐ,10,0,0,0,-1,8,6,0,0,0,0,0,0,0,8:46,0:00,60,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,94,27.5,27.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Boucherville, Quebec","బౌచర్‌విల్లే, క్యూబెక్",23,1
1762,Kevin McClelland,కెవిన్ మెక్‌క్లెలాండ్,7/4/1962,1982,'81-'82,PIT,పిఐటి,588,68,112,180,-38,1672,611,5.6,0,3,4,1,8,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,82,24.5,24.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Oshawa, Ontario","ఒషావా, అంటారియో",20,1
1763,Kevin Miehm,కెవిన్ మిహెమ్,9/10/1969,1993,'92-'93,STL,ఎస్.టి.ఎల్ ,22,1,4,5,-2,8,10,20,0,0,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,188,88,24.9,24.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kitchener, Ontario","కిచెనర్, అంటారియో",24,1
1764,Kevin Miller,కెవిన్ మిల్లర్,9/2/1965,1989,'88-'89,NYR,ఎన్.వై.ఆర్,620,150,185,335,-9,429,1097,7.5,28,34,14,10,26,4,0:00,0:00,28,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lansing, Michigan","లాన్సింగ్, మిచిగాన్",24,1
1765,Kevin Poulin,కెవిన్ పౌలిన్,4/12/1990,2011,'10-'11,NYI,ఎన్.వై.ఐ,50,0,0,0,0,0,0,NONE,0,0,0,0,0,0,49:08:00,NONE,35,7,18,25,0,3,14.57,2.44,1392,1252,0.924,0,Goaltender,గోల్ టెండర్ ,188,96,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",21,1
1766,Kevin Quick,కెవిన్ క్విక్,3/29/1988,2009,'08-'09,TB,టిబి,6,0,1,1,0,0,7,0,0,1,0,0,0,0,13:23,80:20:00,51,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,82,24.5,24.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Buffalo, New York","బఫెలో, న్యూయార్క్",21,1
1767,Kevin Sawyer,కెవిన్ సాయర్,2/21/1974,1996,'95-'96,BOS,బిఓఎస్,110,3,3,6,-7,403,47,0,0,0,0,0,0,0,0:00,0:00,25,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Christina Lake, British Columbia","క్రిస్టినా లేక్, బ్రిటిష్ కొలంబియా",22,1
1768,Kevin Shattenkirk,కెవిన్ షాటెన్‌కిర్క్,1/29/1989,2011,'10-'11,STL,ఎస్.టి.ఎల్ ,679,83,300,383,10,406,1407,4.9,39,133,0,3,14,0,19:51,30:21:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,93,27.8,27.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Greenwich, Connecticut","గ్రీన్విచ్, కనెక్టికట్",22,1
1769,Kevin Smyth,కెవిన్ స్మిత్,11/22/1973,1994,'93-'94,HAR,హెచ్ఎఆర్,58,6,8,14,-9,31,55,37.5,1,1,0,0,0,0,0:00,0:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,98,27.7,27.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Banff, Alberta","బాన్ఫ్, అల్బెర్టా",21,1
1770,Kevin Stevens,కెవిన్ స్టీవెన్స్,4/15/1965,1988,'87-'88,PIT,పిఐటి,874,329,397,726,-103,1470,2331,22.7,134,121,0,0,35,5,0:00,0:00,25,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,190,104,28.8,28.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Brockton, Massachusetts","బ్రాక్టన్, మసాచుసెట్స్",23,1
