Index,Name,Name,Date_of_birth,Season_year,Season,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,,Shooting_Percentage,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position,Height,Weight,Body_mass_index,Place_of_birth,Place_of_birth,Age,Experience
2094,Matt Stajan,మట్ స్థజన్,12/19/1983,2003,'02-'03,TOR,1,1,0,1,1,0,1,,100,0,0,0,0,0,11:00,11:00,18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,185,88,25.7,"Mississauga, Ontario","మిస్సాగాయా, ఓంటేరియో",20,1
2095,Matt Taormina,మట్ తార్మిన,10/20/1986,2011,'10-'11,NJ,17,3,2,5,-2,2,38,,7.9,0,0,0,0,NONE,20:40,70:17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,178,83,26.2,"Washington Twp., Michigan","వాషింగ్టన్ టీపీ., మిచిగన్",25,1
2096,Matt Underhill,మట్ ఉందేర్హిల్,9/16/1979,2004,'03-'04,CHI,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,60:44,NONE,40,1,0,1,0,NONE,4,3.95,33,29,0.879,0,Goaltender,188,100,28.3,"Campbell River, British Columbia","కాంప్‌బెల్ రైవర్, బ్రిటిష్ కొలంబియా",25,1
2097,Matt Walker,మట్ వాకర్,4/7/1980,2003,'02-'03,STL,16,0,1,1,0,38,13,,0,0,0,0,0,0,11:09,178:16,8,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,193,98,26.3,"Beaverlodge, Alberta","బీవెర్లోడ్జి, ఆల్బర్టా",23,1
2098,Matt Watkins,మట్ వాటిన్స్,11/22/1986,2012,'11-'12,PHX,1,0,0,0,-1,0,0,,0,0,0,0,0,NONE,6:37,0:00,33,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,178,84,26.5,"Regina, Saskatchewan","రెజైనా, శస్కత్చేవన్",26,1
2099,Matt Zaba,మట్ జబా,7/14/1983,2010,'09-'10,NYR,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,33:43,NONE,31,0,0,0,NONE,0,2,3.56,16,14,0.875,0,Goaltender,185,86,25.1,"Yorkton, Saskatchewan","యార్క్టన్, శస్కత్చేవన్",27,1
2100,Matthew Barnaby,మత్తేవ్ బర్నబీ,5/4/1973,1993,'92-'93,BUF,2,1,0,1,0,10,8,,12.5,0,0,0,0,0,0:00,0:00,77,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,87,25.4,"Ottawa, Ontario","ఒత్తవ, ఓంటేరియో",20,1
2101,Matthew Lombardi,మత్తేవ్ లొంబర్డీ,3/18/1982,2004,'03-'04,CGY,79,16,13,29,4,32,130,,12.3,3,2,0,4,0,14:26,39:19,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,88,27.2,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",22,1
2102,Matthew Spiller,మత్తేవ్ స్పిల్లర్,2/7/1983,2004,'03-'04,PHX,51,0,0,0,-11,54,22,,0,0,0,0,0,0,10:42,0:00,38,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,196,106,27.6,"Daysland, Alberta","డైస్లాండ్, ఆల్బర్టా",21,1
2103,Matthew Yeats,మత్తేవ్ యేట్స్,4/6/1979,2004,'03-'04,WSH,5,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,51:31,NONE,31,4,1,3,0,NONE,13,3.03,141,128,0.908,0,Goaltender,180,75,23.1,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",25,1
2104,Matthieu Descoteaux,మత్తియ్ డెస్కోటెయక్స్,9/23/1977,2001,'00-'01,MTL,5,1,1,2,-2,4,6,,16.7,1,0,0,0,0,15:10,37:56,55,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,193,94,25.2,"Pierreville, Quebec","పైర్రెవిల్లే, క్వీబెక్",24,1
2105,Mattias Norstrom,మట్టియాస్ నార్స్ట్రాంట్,1/2/1972,1994,'93-'94,NYR,9,0,2,2,0,6,3,,0,0,0,0,0,0,0:00,0:00,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,95,26.9,"Stockholm, Sweden","స్టాక్‌హోల్మ్, స్వీడన్",22,1
2106,Mattias Ohlund,మట్టియాస్ ఓలండ్,9/9/1976,1998,'97-'98,VAN,77,7,23,30,3,76,172,,4.1,8,0,4,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,193,104,27.9,"Pitea, Sweden","పిటియా, స్వీడన్",22,1
2107,Mattias Ritola,మట్టియాస్ రితోల,3/14/1987,2008,'07-'08,DET,2,0,1,1,0,0,2,,0,0,0,0,0,NONE,5:47,11:33,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,93,27.8,"Borlange, Sweden","బోర్లంజ్, స్వీడన్",21,1
2108,Mattias Tedenby,మట్టియాస్ టెడెన్బీ,2/21/1990,2011,'10-'11,NJ,58,8,14,22,3,14,87,,9.2,3,0,0,2,NONE,12:33,33:04,9,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,178,79,24.9,"Vetlanda, Sweden","వెట్ట్లండా, స్వీడన్",21,1
2109,Mattias Timander,మట్టియాస్ తిమందర్,4/16/1974,1997,'96-'97,BOS,41,1,8,9,-9,14,62,,1.6,3,0,0,0,1,0:00,0:00,3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,104,28.8,Solleftea,సొలెప్టియా,23,1
2110,Mattias Weinhandl,మట్టియాస్ వీఇంహండ్,6/1/1980,2003,'02-'03,NYI,47,6,17,23,-2,10,66,,9.1,6,0,1,0,0,13:52,28:21,18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,83,24.8,"Ljungby, Sweden","లజుంగ్బీ, స్వీడన్",23,1
2111,Max Pacioretty,మాక్స్ పేసియ్రెట్టి,11/20/1988,2009,'08-'09,MTL,34,3,8,11,-3,27,57,,5.3,2,0,0,0,NONE,12:37,39:00,67,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,97,27.4,"New Canaan, Connecticut","న్యూ కానాన్, కనెక్టిక్టిక్వ్ట్",21,1
2112,Max Reinhart,మాక్స్ రీంహార్ట్,2/4/1992,2013,'12-'13,CGY,11,1,2,3,-3,4,26,,3.8,1,0,0,0,NONE,14:25,52:52,23,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,185,87,25.4,"West Vancouver, British Columbia","వెస్ట్ వాంకోవర్, బ్రిటిష్ కొలంబియా",21,1
2113,Max Sauve,మాక్స్ సౌవే,1/30/1990,2012,'11-'12,BOS,1,0,0,0,0,0,0,,0,0,0,0,0,NONE,3:43,0:00,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,84,25.1,"Tours, France","టర్స్, ఫ్రాన్స్",22,1
2114,Max Talbot,మాక్స్ టాల్బాట్,2/11/1984,2006,'05-'06,PIT,48,5,3,8,-12,59,45,,11.1,0,2,0,1,NONE,10:58,65:48,25,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,84,25.9,"Lemoyne, Quebec","లెమోయ్, క్వీబెక్",22,1
2115,Maxim Afinogenov,మాక్సిం ఆఫినోజినవ్,9/4/1979,2000,'99-'00,BUF,65,16,18,34,-4,41,128,,12.5,6,0,0,2,0,13:09,25:08,61,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,85,25.4,"Moscow, USSR","మాస్కో, అస్స్ర్",21,1
2116,Maxim Balmochnykh,మాక్సిం బాల్మొచ్యాల్మో,3/7/1979,2000,'99-'00,ANA,6,0,1,1,2,2,6,,0,0,0,0,0,0,6:44,40:24,18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,84,25.1,Lipetsk,లిపెట్స్క్,21,1
2117,Maxim Bets,మాక్సిం బెట్స్,1/31/1974,1994,'93-'94,ANA,3,0,0,0,-3,0,1,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,84,24.5,Chelyabinsk,చెల్యాబిన్స్క్,20,1
2118,Maxim Galanov,మాక్సిం గాలనోవ్,3/13/1974,1998,'97-'98,NYR,6,0,1,1,1,2,5,,0,0,0,0,0,0,0:00,0:00,41,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,93,27.2,Krasnoyarsk,క్రాస్నోయార్స్క్,24,1
2119,Maxim Kondratiev,మాక్సిం కోండ్రేటీవ్,1/20/1983,2004,'03-'04,TOR,7,0,0,0,0,2,6,,0,0,0,0,0,0,15:36,0:00,72,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,86,25.1,"Togliatti, USSR","తొగ్లియట్టి, అస్స్ర్",21,1
2120,Maxim Kuznetsov,మాక్సిం కుజ్నెట్సోవ్,3/24/1977,2001,'00-'01,DET,25,1,2,3,-1,23,17,,5.9,0,0,0,0,0,9:28,78:51,6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,196,107,27.9,Pavlodar,పావలోడర్,24,1
2121,Maxim Lapierre,మాక్సిం లాపీర్ర్,3/29/1985,2006,'05-'06,MTL,1,0,0,0,-1,0,0,,0,0,0,0,0,NONE,3:04,0:00,41,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,188,94,26.6,"St. Leonard, Quebec","స్ట్. లియోనార్డ్, క్వీబెక్",21,1
2122,Maxim Mayorov,మాక్సిం మేరోవ్,3/26/1989,2009,'08-'09,CBJ,3,0,0,0,0,0,1,,0,0,0,0,0,NONE,5:44,0:00,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,85,24.1,"Leninogorsk, USSR","లెనినోగర్నార్స్క్, అస్స్ర్",20,1
2123,Maxim Noreau,మాక్సిం నేరియా,5/24/1987,2010,'09-'10,MIN,1,0,0,0,0,0,0,,0,0,0,0,0,NONE,7:01,0:00,26,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,180,88,27.2,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",23,1
2124,Maxim Sushinsky,మాక్సిం సిన్షిన్స్కీ,7/1/1974,2001,'00-'01,MIN,30,7,4,11,-7,29,62,,11.3,1,0,0,0,0,14:01,38:13,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,173,75,25.1,St. Petersburg,స్ట్. పెర్స్టర్స్‌బర్గ్,27,1
2125,Maxime Fortunus,మాక్సిమ్ ఫోర్టునుస్,7/28/1983,2010,'09-'10,DAL,8,0,0,0,-6,4,5,,0,0,0,0,0,NONE,15:09,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,180,93,28.7,"La Prairie, Quebec","లా ప్రైరి, క్వీబెక్",27,1
2126,Maxime Macenauer,మాక్సిమ్ మేసెనర్,1/4/1989,2012,'11-'12,ANA,29,1,3,4,-4,18,14,,7.1,0,0,0,1,NONE,10:49,78:25,49,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,85,25.4,"Laval, Quebec","లవల్, క్వీబెక్",23,1
2127,Maxime Ouellet,మాక్సిమ్ వల్లెట్,6/17/1981,2001,'00-'01,PHI,2,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,37:48,NONE,33,1,0,1,0,NONE,3,2.38,27,24,0.889,0,Goaltender,188,88,24.9,"Beauport, Quebec","బ్యూపోపర్ట్, క్వీబెక్",20,1
2128,Mel Angelstad,మెల్ అంగెల్స్టాడ్ట్,10/31/1971,2004,'03-'04,WSH,2,0,0,0,0,2,1,,0,0,0,0,0,0,13:00,0:00,69,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,95,26.9,"Saskatoon, Saskatchewan","శాస్కటూన్, శస్కత్చేవన్",33,1
2129,Micah Aivazoff,మికాహ్ ఐవాజాఫ్,5/4/1969,1994,'93-'94,DET,59,4,4,8,-1,38,52,,7.7,1,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,88,26.3,"Powell River, British Columbia","పోల్ రైవర్, బ్రిటిష్ కొలంబియా",25,1
2130,Michael Blunden,మిఖేల్ బ్లుండెన్,12/15/1986,2007,'06-'07,CHI,9,0,0,0,-5,10,10,,0,0,0,0,0,NONE,11:23,0:00,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,193,98,26.3,"Toronto, Ontario","టోరంటో, ఓంటేరియో",21,1
2131,Michael Cammalleri,మిఖేల్ కామ్మల్లెరి,6/8/1982,2003,'02-'03,LA,28,5,3,8,-4,22,40,,12.5,3,0,0,2,0,14:05,49:19,13,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,175,82,26.8,"Richmond Hill, Ontario","రిక్చమండ్ హిల్, ఓంటేరియో",21,1
2132,Michael Caruso,మిఖేల్ కరుసో,7/5/1988,2013,'12-'13,FLA,2,0,0,0,-1,0,0,,0,0,0,0,0,NONE,7:55,0:00,62,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,87,24.6,"Mississauga, Ontario","మిస్సాగాయా, ఓంటేరియో",25,1
2133,Michael Chaput,మిఖేల్ చాపుట్,4/9/1992,2014,'13-'14,CBJ,17,0,1,1,0,2,6,,0,0,0,0,0,NONE,8:54,151:12,26,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,188,93,26.3,"Ile Bizard, Quebec","ఇలే బిజార్డ్, క్వీబెక్",22,1
2134,Michael Del Zotto,మిఖేల్ డెల్ జొట్టో,6/24/1990,2010,'09-'10,NYR,80,9,28,37,-20,32,81,,11.1,18,0,0,1,NONE,18:58,41:01,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,88,26.3,"North York, Ontario","నోర్త్ యార్క్, ఓంటేరియో",20,1
2135,Michael Frolik,మిఖేల్ ఫ్రోలిక్,2/17/1988,2009,'08-'09,FLA,79,21,24,45,10,22,158,,13.3,11,0,0,2,NONE,14:49,26:01,67,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,88,25.7,"Kladno, Czechoslovakia","క్లాడ్నో, కక్చోస్లోవేవియా",21,1
2136,Michael Funk,మిఖేల్ ఫంక్,8/15/1986,2007,'06-'07,BUF,5,0,2,2,2,0,1,,0,0,0,0,0,NONE,3:26,8:35,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,193,90,24.2,"Abbotsford, British Columbia","అబ్బోట్స్ఫోటార్డ్, బ్రిటిష్ కొలంబియా",21,1
2137,Michael Garnett,మిఖేల్ గార్నెట్,11/25/1982,2006,'05-'06,ATL,24,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,52:59,NONE,35,20,10,7,NONE,4,73,3.44,634,561,0.885,2,Goaltender,185,93,27.2,"Saskatoon, Saskatchewan","శాస్కటూన్, శస్కత్చేవన్",24,1
2138,Michael Grabner,మిఖేల్ గ్రాబ్నర్,10/5/1987,2010,'09-'10,VAN,20,5,6,11,2,8,63,,7.9,3,0,0,1,NONE,13:54,25:17,40,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,84,24.5,"Villach, Austria","విల్లాచ్, ఆస్ట్రియా",23,1
2139,Michael Hutchinson,మిఖేల్ హిచ్చిన్సన్,3/2/1990,2014,'13-'14,WPG,3,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,61:01,NONE,35,3,2,1,NONE,0,5,1.64,88,83,0.943,0,Goaltender,190,91,25.2,"Barrie, Ontario","బారీ, ఓంటేరియో",24,1
2140,Michael Kostka,మిఖేల్ కోస్ట్క,11/28/1985,2013,'12-'13,TOR,35,0,8,8,-7,27,49,,0,5,0,0,0,NONE,22:05,96:36,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,95,27.8,"Ajax, Ontario","ఆజాక్స్, ఓంటేరియో",28,1
2141,Michael Latta,మిఖేల్ లత్తా,5/25/1991,2014,'13-'14,WSH,17,1,3,4,0,12,6,,16.7,0,0,0,0,NONE,7:43,32:46,46,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,94,28.1,"Kitchener, Ontario","కిచనర్, ఓంటేరియో",23,1
2142,Michael Leighton,మిఖేల్ లైటన్,5/19/1981,2003,'02-'03,CHI,8,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,55:49,NONE,NONE,6,2,3,2,NONE,21,2.82,241,220,0.913,1,Goaltender,190,84,23.3,"Petrolia, Ontario","పెట్రోలియా, ఓంటేరియో",22,1
2143,Michael Nylander,మిఖేల్ నిలండర్,10/3/1972,1993,'92-'93,HAR,59,11,22,33,-7,36,85,,12.9,4,0,0,1,0,0:00,0:00,92,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,185,88,25.7,"Stockholm, Sweden","స్టాక్‌హోల్మ్, స్వీడన్",21,1
2144,Michael Peca,మిఖేల్ పెక,3/26/1974,1994,'93-'94,VAN,4,0,0,0,-1,2,5,,0,0,0,0,0,0,0:00,0:00,19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,86,26.5,"Toronto, Ontario","టోరంటో, ఓంటేరియో",20,1
2145,Michael Ryan,మిఖేల్ ర్యాన్,5/16/1980,2007,'06-'07,BUF,19,3,2,5,-8,2,34,,8.8,0,1,0,0,NONE,13:40,51:54,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,185,85,24.8,"Milton, Massachusetts","మిల్టన్, మస్సాచ్‌చ్షట్స్",27,1
2146,Michael Ryder,మిఖేల్ రైడర్,3/31/1980,2004,'03-'04,MTL,81,25,38,63,10,26,215,,11.6,13,0,0,4,0,15:58,20:32,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,90,26.9,"Bonavista, Newfoundland","బోణవిస్తా, న్యూఫుంట్లండ్ల్యాండ్",24,1
2147,Michael Sauer,మిఖేల్ సాయర్,8/7/1987,2009,'08-'09,NYR,3,0,0,0,-1,0,2,,0,0,0,0,0,NONE,9:21,0:00,38,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,97,26.9,"St. Cloud, Minnesota","స్ట్. క్లౌడ్, మిన్నెసోటా",22,1
2148,Michael Stone,మిఖేల్ స్టోన్,6/7/1990,2012,'11-'12,PHX,13,1,2,3,7,2,13,,7.7,0,0,0,0,NONE,13:53,60:10,26,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,95,26.3,"Winnipeg, Manitoba","విన్నిపెగ్, మనితోబా",22,1
2149,Michael Wall,మిఖేల్ వాల్,7/25/1985,2007,'06-'07,ANA,4,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,50:26,NONE,1,3,2,2,NONE,0,10,2.97,81,71,0.877,0,Goaltender,188,95,26.9,"Telkwa, British Columbia","తెల్క్వా, బ్రిటిష్ కొలంబియా",22,1
2150,Michal Barinka,మిచ్చల్ బరింక,6/11/1984,2004,'03-'04,CHI,9,0,1,1,-5,6,15,,0,0,0,0,0,0,13:48,124:15,42,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,102,28.2,Vyskov,వైస్కోవ్,20,1
2151,Michal Grosek,మిచ్చల్ గ్రాసెక్,6/1/1975,1994,'93-'94,WPG,3,1,0,1,-1,0,4,,25,0,0,0,0,0,0:00,0:00,22,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,188,94,26.6,Vyskov,వైస్కోవ్,19,1
2152,Michal Handzus,మిచ్చల్ హండ్జస్,3/11/1977,1999,'98-'99,STL,66,4,12,16,-9,30,78,,5.1,1,0,0,0,0,0:00,0:00,26,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,196,98,25.5,"Banska Bystrica, Czechoslovakia","బానస్క బిస్ట్రికా, కక్చోస్లోవేవియా",22,1
2153,Michal Jordan,మిచ్చల్ జోర్డన్,7/17/1990,2013,'12-'13,CAR,5,0,0,0,-2,2,2,,0,0,0,0,0,NONE,10:41,0:00,47,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,88,25.7,"Zlin, Czechoslovakia","జ్లైన్, కక్చోస్లోవేవియా",23,1
2154,Michal Neuvirth,మిచ్చల్ న్యూవిర్త్,3/23/1988,2009,'08-'09,WSH,5,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,43:59,NONE,35,3,2,1,NONE,0,11,3,102,91,0.892,0,Goaltender,183,95,28.4,"Usti Labem, Czechoslovakia","ఉస్తీ లాబెం, కక్చోస్లోవేవియా",21,1
2155,Michal Pivonka,మిచ్చల్ పివొంక,1/28/1966,1987,'86-'87,WSH,73,18,25,43,-19,41,117,,15.4,12,0,0,2,0,0:00,0:00,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,188,90,25.5,Kladno,క్లాడ్నో,21,1
2156,Michal Repik,మిచ్చల్ రెపిక్,12/30/1988,2009,'08-'09,FLA,5,2,0,2,1,2,7,,28.6,0,0,0,0,NONE,7:32,18:50,27,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,178,82,25.9,"Vlasim, Czechoslovakia","వ్లాసిం, కక్చోస్లోవేవియా",21,1
2157,Michal Rozsival,మిచ్చల్ రోజీవల్లాల్,9/3/1978,2000,'99-'00,PIT,75,4,17,21,11,48,73,,5.5,0,0,0,1,0,19:01,67:54,32,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,95,27.8,"Vlasim, Czechoslovakia","వ్లాసిం, కక్చోస్లోవేవియా",22,1
2158,Michal Sivek,మిచ్చల్ సివెక్,1/21/1981,2003,'02-'03,PIT,38,3,3,6,-5,14,45,,6.7,1,0,0,0,0,12:52,81:31,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,190,95,26.3,Nachod,నచోడ్,22,1
2159,Michal Sykora,మిచ్చల్ సైకోరా,7/5/1973,1994,'93-'94,SJ,22,1,4,5,-4,14,22,,4.5,1,0,0,0,0,0:00,0:00,23,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,196,102,26.6,Pardubice,పార్డుబీస్,21,1
2160,Micheal Ferland,మిచెల్ ఫెర్లాండ్,4/20/1992,2015,'14-'15,CGY,26,2,3,5,1,16,34,,5.9,1,0,0,1,NONE,10:31,54:43,79,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,94,26.6,"Swan River, Manitoba","స్వాన్ రైవర్, మనితోబా",23,1
2161,Micheal Haley,మిచెల్ హాలే,3/30/1986,2010,'09-'10,NYI,2,0,0,0,-3,9,0,,0,0,0,0,0,NONE,7:37,0:00,38,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,93,28.7,"Oshawa, Ontario","ఓవా, ఓంటేరియో",24,1
2162,Michel Goulet,మిచెల్ గౌలెట్,4/21/1960,1980,'79-'80,QUE,77,22,32,54,-10,48,167,,13.2,9,0,0,1,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,88,25.7,"Peribonka, Quebec","పెరిబొంక, క్వీబెక్",20,1
2163,Michel Larocque,మిచెల్ లారాక్వే,10/3/1976,2001,'00-'01,CHI,3,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,50:39,NONE,30,2,0,2,0,NONE,9,3.55,59,50,0.847,0,Goaltender,180,90,27.8,Lahr,లాహర్,25,1
2164,Michel Ouellet,మిచెల్ వల్లెట్,3/5/1982,2006,'05-'06,PIT,50,16,16,32,-13,16,87,,18.4,7,0,1,0,NONE,14:02,21:55,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,88,25.7,"Rimouski, Quebec","రిమోస్కి, క్వీబెక్",24,1
2165,Michel Petit,మిచెల్ పెటిట్,2/12/1964,1983,'82-'83,VAN,2,0,0,0,-4,0,1,,0,0,0,0,0,0,0:00,0:00,24,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,93,27.2,"St. Malo, Quebec","స్ట్. మాలో, క్వీబెక్",19,1
2166,Michel Picard,మిచెల్ పికార్డ్,11/7/1969,1991,'90-'91,HAR,5,1,0,1,-2,2,7,,14.3,0,0,0,0,0,0:00,0:00,42,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,180,86,26.5,"Beauport, Quebec","బ్యూపోపర్ట్, క్వీబెక్",22,1
2167,Michel Riesen,మిచెల్ రీసెన్,4/11/1979,2001,'00-'01,EDM,12,0,1,1,2,4,16,,0,0,0,0,0,0,9:54,118:53,34,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,188,86,24.3,Oberbalm,ఓబర్బల్‌బాల్,22,1
2168,Mick Vukota,మిక్ వుకోత,9/14/1966,1988,'87-'88,NYI,17,1,0,1,1,82,7,,14.3,0,0,0,0,0,0:00,0:00,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,102,29.8,"Saskatoon, Saskatchewan","శాస్కటూన్, శస్కత్చేవన్",22,1
